time_min,window_start_min,samples,dSPR,dTIR,dWeightedTIR,dCorrected,SPRHalfWidth95,TIRHalfWidth95,CorrectedHalfWidth95,CorrectedLow95,CorrectedHigh95,identity_error,equivalent_slope,sustained_plateau,corrected_response_mdeg
0.1444833333333333,0.1444833333333333,1,,,,,,,,,,,False,False,-9.082120832947112
0.2803166666666666,0.1444833333333333,2,,,,,,,,,,,False,False,-8.738373478514404
0.4159,0.1444833333333333,3,,,,,,,,,,,False,False,-8.179087542204798
0.5517166666666666,0.1444833333333333,4,,,,,,,,,,,False,False,-7.972215733145276
0.6867666666666666,0.1444833333333333,5,,,,,,,,,,,False,False,-7.945628728095471
0.82235,0.1444833333333333,6,,,,,,,,,,,False,False,-7.4162797914214025
0.9581833333333334,0.1444833333333333,7,,,,,,,,,,,False,False,-7.449589108600776
1.094833333333333,0.1444833333333333,8,,,,,,,,,,,False,False,-7.373051454243978
1.2304333333333333,0.1444833333333333,9,,,,,,,,,,,False,False,-7.309266522166581
1.3668,0.1444833333333333,10,,,,,,,,,,,False,False,-7.363805566961673
1.5034,0.1444833333333333,11,,,,,,,,,,,False,False,-7.357998441486416
1.63895,0.1444833333333333,12,,,,,,,,,,,False,False,-7.249861611886445
1.7745166666666667,0.1444833333333333,13,,,,,,,,,,,False,False,-7.175149516773672
1.9103666666666668,0.1444833333333333,14,-0.24376278958152398,-1.0070674887683708,-1.1625529432812676,0.9187901537027301,0.256366837312623,0.612282296565703,0.4664626914090319,0.4523274622936982,1.385252845111762,2.986499936241671e-12,False,False,-7.2620601449634705
2.0468166666666665,0.1444833333333333,15,-0.22905649698441266,-0.9086668283889594,-1.0489597843115446,0.8199032873340002,0.2212752764702319,0.5722653059310214,0.4603258611633003,0.3595774261706999,1.2802291484973005,6.8682837195410684e-12,False,False,-7.305613884749619
2.1837,0.2803166666666666,15,-0.10344048144906992,-0.5213685599992459,-0.6018648806771767,0.49842439923213533,0.07340086966378054,0.4562878263932226,0.48755896599506127,0.010865433237074063,0.9859833652271965,4.028555267154843e-12,False,False,-7.820608107915177
2.3187166666666665,0.4159,15,-0.058577000087097986,-0.2537110212397238,-0.29288255035008603,0.23430555026288857,0.06481726181020087,0.4100316917849705,0.43706177773137,-0.20275622746848143,0.6713673279942586,-9.947598300641403e-14,False,False,-7.724257747966476
2.4539833333333334,0.5517166666666666,15,-0.03671862313422025,-0.09183034707166371,-0.10600842690420484,0.0692898037705163,0.08931722997349015,0.3928111969620754,0.3880267843016877,-0.3187369805311714,0.457316588072204,5.317135620686031e-13,False,False,-7.679960466837656
2.5890166666666667,0.6867666666666666,15,-0.0011736170163203496,0.06460924247585353,0.07458453960750645,-0.07575815661630259,0.05586432383818551,0.29233998468307465,0.3100609123984863,-0.3858190690147889,0.23430275578218374,7.524217360277419e-12,False,False,-7.736555756233429
2.723583333333333,0.82235,15,0.04834453903094982,0.16467976137937512,0.1901053736970386,-0.1417608346587258,0.05766416483433575,0.13372140715138894,0.1808390036730384,-0.3225998383317642,0.0390781690143126,7.362971343738423e-12,False,False,-7.301289067068865
2.858883333333333,0.9581833333333334,15,0.06401932653170661,0.11468559848799487,0.1323923982862861,-0.06837307175055685,0.06782934146744916,0.1722612411904805,0.24774233972486703,-0.3161154114754239,0.1793692679743102,4.022643329548714e-12,False,False,-7.056028144452284
2.993383333333333,1.094833333333333,15,0.05067470124049578,0.06754631107469322,0.07797507478243892,-0.027300373535581457,0.06101792523512893,0.19893466660241652,0.26921208592610857,-0.29651245946169,0.2419117123905271,6.3616889534046095e-12,False,False,-7.1426045810112555
3.127883333333333,1.2304333333333333,15,0.06320204772055149,0.04636040048353607,0.053518180891478986,0.009683866836439847,0.06734151701084798,0.17907861631561586,0.2517767028855858,-0.24209283604914594,0.26146056972202564,7.367342846897884e-12,False,False,-7.20926581736785
