scan_index,channel_id,time_min,direction,DipDepth,CentroidWidthMotor,RawMinimumMotor,SPRMotor,SPRQuality,TIREdgeSlope,TIRMotor,TIRQuality,DeltaSPRMotor,SPRAngleEmpirical,DeltaSPRAngle,DeltaTIRMotor,TIRAngleEmpirical,DeltaTIRAngle,BulkSensitivity,PureKineticsCandidate,AngleCalibrationRMSEDeg
0,1,0.14448333333333332,Forward,0.3340999843292657,388.5823913222994,17705.0,17721.771048321698,ok,0.0006292733890065451,14501.38975766189,ok,-79.91128254454088,65.94630962962272,-0.11620180596943208,-63.07996281852138,61.26343995253724,-0.09172679209486119,1.3163693763207198,0.004544534132380679,0.005390869595656468
1,1,0.28031666666666666,Forward,0.3343684062502935,388.8824014866732,17715.0,17721.31103912748,ok,0.000628375218383305,14501.403402158814,ok,-80.37129173876019,65.94564071407751,-0.116870721514631,-63.066318321596555,61.263459793480024,-0.0917069511520841,1.3163693763207198,0.003849500577712675,0.005390869595656468
2,1,0.4159,Forward,0.3345969887843034,388.90544968768154,17710.0,17721.150932245062,ok,0.0006291525361334611,14501.250133282174,ok,-80.53139862117678,65.94540789702975,-0.1171035385623936,-63.219587198236695,61.26323691981691,-0.09192982481519374,1.3163693763207198,0.003910067594856015,0.005390869595656468
3,1,0.5517166666666666,Forward,0.3346867861750421,388.98054752689495,17710.0,17721.087546617797,ok,0.0006405664896522653,14501.210202484483,ok,-80.59478424844201,65.94531572576024,-0.1171957098319089,-63.259517995928036,61.263178855039854,-0.09198788959225382,1.3163693763207198,0.003894331019705488,0.005390869595656468
4,1,0.6867666666666666,Forward,0.33467461894095024,388.89151935324116,17710.0,17720.984905882466,ok,0.0006353268839938755,14500.879044279181,ok,-80.69742498377309,65.94516647225771,-0.11734496333443971,-63.590676201229144,61.26269730624859,-0.09246943838351664,1.3163693763207198,0.004378973599197311,0.005390869595656468
5,1,0.82235,Forward,0.334772240515427,389.0357021564232,17710.0,17720.85647816858,ok,0.0006318509214000557,14501.282862764494,ok,-80.82585269765696,65.94497972100288,-0.11753171458926423,-63.18685771591663,61.26328451290806,-0.09188223172404399,1.3163693763207198,0.0034192414802714094,0.005390869595656468
6,1,0.9581833333333334,Forward,0.3347353659967176,389.0891273896341,17710.0,17720.823995744096,ok,0.0006268749030553556,14501.070935351237,ok,-80.85833512214231,65.94493248716722,-0.11757894842492893,-63.39878512917312,61.262976341804176,-0.0921904028279317,1.3163693763207198,0.003777674648431442,0.005390869595656468
7,1,1.0948333333333333,Forward,0.33472370393342366,388.9728134095276,17710.0,17720.793476105016,ok,0.0006448240152550135,14500.864524154205,ok,-80.88885476122232,65.94488810748683,-0.11762332810531581,-63.60519632620526,61.26267619202427,-0.09249055260783391,1.3163693763207198,0.004128402946617246,0.005390869595656468
8,1,1.2304333333333333,Forward,0.3349323655390622,389.21174231803525,17710.0,17720.727821851833,ok,0.0006300868459191635,14500.922317547007,ok,-80.95450901440563,65.9447926373286,-0.11771879826355314,-63.547402933403646,61.262760231429006,-0.09240651320309898,1.3163693763207198,0.003922305889582631,0.005390869595656468
9,1,1.3668,Forward,0.3348398394870453,389.08478496967655,17710.0,17720.71104303323,ok,0.000631103377092485,14500.853340452806,ok,-80.97128783301014,65.94476823865845,-0.11774319693370075,-63.616380027604464,61.2626599294108,-0.09250681522130512,1.3163693763207198,0.004029941724584735,0.005390869595656468
10,1,1.5034,Forward,0.3349921934211584,389.41702049054584,17710.0,17720.679862612335,ok,0.0006254848462333037,14500.341399738663,ok,-81.00246825390423,65.94472289811199,-0.1177885374801594,-64.1283207417473,61.26191549841634,-0.0932512462157585,1.3163693763207198,0.0049645473420085046,0.005390869595656468
11,1,1.63895,Forward,0.33495239051738546,389.1400949488743,17705.0,17720.615578974615,ok,0.0006326196857623482,14500.50647579215,ok,-81.06675189162343,65.9446294210139,-0.11788201457825367,-63.9632446882606,61.2621555413105,-0.09301120332160562,1.3163693763207198,0.004555085129047981,0.005390869595656468
12,1,1.7745166666666667,Forward,0.3349626258955737,389.19077188365554,17710.0,17720.54834905656,ok,0.0006321762077674459,14500.85475580724,ok,-81.13398180967852,65.94453165962597,-0.11797977596618815,-63.61496467317011,61.26266198752745,-0.09250475710465222,1.3163693763207198,0.0037906534503625716,0.005390869595656468
13,1,1.9103666666666668,Forward,0.33511112104271534,389.4305350040959,17715.0,17720.453623309837,ok,0.0006344598704588515,14500.512966195362,ok,-81.22870755640179,65.94439391558669,-0.1181175200054596,-63.9567542850491,61.26216497923404,-0.09300176539806553,1.3163693763207198,0.004307155908317817,0.005390869595656468
14,1,2.0468166666666665,Forward,0.33517090200003696,389.23502514960273,17705.0,17720.406676833045,ok,0.0006332956735169911,14501.027716241793,ok,-81.27565403319386,65.94432564906396,-0.11818578652820125,-63.4420042386173,61.26291349537736,-0.09225324925474265,1.3163693763207198,0.0032535656568242477,0.005390869595656468
15,1,2.1837,Forward,0.33524580274279714,389.32764742067593,17705.0,17720.37194396211,ok,0.0006326245046676795,14500.666747617255,ok,-81.3103869041297,65.94427514277497,-0.11823629281718488,-63.802972863155446,61.262388598207224,-0.09277814642487948,1.3163693763207198,0.0038940179283261517,0.005390869595656468
16,1,2.3187166666666665,Forward,0.335171825370292,389.2813120222854,17715.0,17720.3318559773,ok,0.0006302349976976422,14500.763917783428,ok,-81.35047488893906,65.9442168494266,-0.11829458616556064,-63.70580269698257,61.26252989676277,-0.09263684786933016,1.3163693763207198,0.003649723488506895,0.005390869595656468
17,1,2.4539833333333334,Forward,0.33521708962514685,389.28085345084037,17705.0,17720.310285186308,ok,0.0006245284416274729,14500.937485711656,ok,-81.37204567993103,65.94418548258089,-0.11832595301126306,-63.53223476875428,61.2627822879906,-0.09238445664150499,1.3163693763207198,0.0032861165596434483,0.005390869595656468
18,1,2.5890166666666667,Forward,0.33527407758168815,389.3845586738753,17710.0,17720.26872770498,ok,0.0006374547541456218,14500.462244950706,ok,-81.41360316125792,65.94412505238596,-0.11838638320619872,-64.0074755297046,61.262091223688614,-0.09307552094349432,1.3163693763207198,0.004135382248914993,0.005390869595656468
19,1,2.7235833333333335,Forward,0.3353214110617654,389.14494078923235,17710.0,17720.199693262548,ok,0.0006286232196967541,14500.727257359984,ok,-81.48263760369082,65.94402466697566,-0.11848676861648573,-63.74246312042669,61.26247658755191,-0.09269015708019704,1.3163693763207198,0.0035277156502428048,0.005390869595656468
20,1,2.8588833333333334,Forward,0.33525888215787725,389.46415282629823,17710.0,17720.187476766296,ok,0.0006331305751859863,14500.573548780729,ok,-81.49485409994304,65.94400690253889,-0.11850453305327019,-63.89617169968187,61.262253074501764,-0.09291367013034102,1.3163693763207198,0.003804176947875909,0.005390869595656468
21,1,2.9933833333333335,Forward,0.335359643191221,389.3470714137511,17705.0,17720.15397540125,ok,0.0006293025588402684,14500.564835973164,ok,-81.52835546499045,65.94395818702591,-0.11855324856623646,-63.90488450724661,61.2622404049019,-0.09292633973020037,1.3163693763207198,0.0037721393081747295,0.005390869595656468
22,1,3.127883333333333,Forward,0.33518465734523334,389.2169123718704,17710.0,17720.1829338682,ok,0.0006340705401578925,14501.10787897737,ok,-81.49939699803872,65.94400029655101,-0.11851113904113877,-63.36184150304143,61.263030062830026,-0.09213668180207821,1.3163693763207198,0.002774767318923538,0.005390869595656468
23,1,3.2629333333333332,Forward,0.33533291471193005,389.4460000483632,17705.0,17720.081398688955,ok,0.0006370247409025823,14500.090674499312,ok,-81.60093217728354,65.94385265067646,-0.11865878491568849,-64.3790459810989,61.26155091002924,-0.09361583460286811,1.3163693763207198,0.0045742328942326715,0.005390869595656468
