scan_index,channel_id,time_min,direction,DipDepth,CentroidWidthMotor,RawMinimumMotor,SPRMotor,SPRQuality,TIREdgeSlope,TIRTemplateRelativeRMSE,TIRMotor,TIRQuality,DeltaSPRMotor,SPRAngleEmpirical,DeltaSPRAngle,DeltaTIRMotor,TIRAngleEmpirical,DeltaTIRAngle,BulkSensitivity,PureKineticsCandidate,AngleCalibrationRMSEDeg
0,0,0.14448333333333332,Forward,0.10315902610548275,469.06363359829993,19855.0,19863.12624159238,ok,0.0005255286635390886,2.8468200768348908e-11,14482.00478084577,ok,-96.82493579459333,68.9621731852977,-0.13781449995849515,-61.785376991807425,61.303024669031586,-0.08794140440161823,1.5934355051406113,0.0023144561869721525,0.011382457714584297
1,0,0.28031666666666666,Forward,0.10343077994856123,470.03257244188353,19865.0,19862.47206653132,ok,0.0005270624797526219,0.0021066963498359366,14480.839857788944,ok,-97.47911085565283,68.96124207382124,-0.13874561143494882,-62.950300048632926,61.30136659110724,-0.08959948232595694,1.5934355051406113,0.004025384945449656,0.011382457714584297
2,0,0.4159,Forward,0.10365821453052954,470.3892785399221,19850.0,19862.395004381822,ok,0.0005234121014766579,0.0018704311561509276,14480.786495301023,ok,-97.55617300515223,68.96113238842345,-0.1388552968327426,-63.00366253655375,61.301290638311315,-0.08967543512188701,1.5934355051406113,0.004036725429405558,0.011382457714584297
3,0,0.5517166666666666,Forward,0.10365544067864256,469.9860226342171,19865.0,19862.12344806856,ok,0.0005198700524610066,0.0014139852734090495,14480.32366055794,ok,-97.82772931841464,68.96074587231357,-0.13924181294262386,-63.466497279636314,61.30063186856199,-0.09033420487120715,1.5934355051406113,0.004699916427803569,0.011382457714584297
4,0,0.6867666666666666,Forward,0.1036413191979351,470.4220668758462,19835.0,19862.084430593306,ok,0.0005210576372469291,0.0008141540007209061,14480.61597642456,ok,-97.86674679366843,68.9606903373029,-0.13929734795328633,-63.17418141301641,61.301047932509334,-0.08991814092386183,1.5934355051406113,0.003981410351032111,0.011382457714584297
5,0,0.82235,Forward,0.10379735066945908,470.41143643528267,19850.0,19861.938832297325,ok,0.0005215784986393061,0.0019649448252632607,14479.996255752107,ok,-98.0123450896499,68.96048310188166,-0.13950458337452185,-63.79390208547011,61.300165861234134,-0.09080021219906857,1.5934355051406113,0.005179698617775674,0.011382457714584297
6,0,0.9581833333333334,Forward,0.10378973342748485,470.3969378887814,19850.0,19861.966602914115,ok,0.0005272130601702684,0.0015164691545416636,14480.50015083395,ok,-97.9845744728591,68.96052262882414,-0.13946505643205442,-63.29000700362667,61.30088307367704,-0.09008299975615905,1.5934355051406113,0.004076393788982446,0.011382457714584297
7,0,1.0948333333333333,Forward,0.10381622952367844,470.53421568244084,19855.0,19861.87073682392,ok,0.0005323741805571633,0.0018113692103245698,14480.267300468478,ok,-98.08044056305516,68.96038617908447,-0.13960150617173073,-63.52285736909835,61.3005516491693,-0.09041442426389855,1.5934355051406113,0.004468047627212007,0.011382457714584297
8,0,1.2304333333333333,Forward,0.10390547904830943,471.2037584781501,19855.0,19861.6335049639,ok,0.0005251996557513396,0.002470847507845072,14480.166320312923,ok,-98.31767242307615,68.96004851823403,-0.1399391670221585,-63.623837524653936,61.300407920391905,-0.0905581530412989,1.5934355051406113,0.00435940931380438,0.011382457714584297
9,0,1.3668,Forward,0.10398106964200773,471.05759447467426,19855.0,19861.731967919997,ok,0.0005251863237074826,0.0020280859675538727,14480.49841409355,ok,-98.21920946697719,68.96018866418866,-0.13979902106752548,-63.29174374402646,61.30088060171042,-0.09008547172278408,1.5934355051406113,0.0037463680728992144,0.011382457714584297
