scan_index,channel_id,time_min,direction,DipDepth,CentroidWidthMotor,RawMinimumMotor,SPRMotor,SPRQuality,TIREdgeSlope,TIRMotor,TIRQuality,DeltaSPRMotor,SPRAngleEmpirical,DeltaSPRAngle,DeltaTIRMotor,TIRAngleEmpirical,DeltaTIRAngle,BulkSensitivity,PureKineticsCandidate,AngleCalibrationRMSEDeg
0,2,0.14448333333333332,Forward,0.08935669194584106,469.0860765005018,19820.0,19828.742853979395,ok,0.0004875918032668302,14470.411118193591,ok,-112.67714287196941,68.98114309743012,-0.15947779048132502,-67.41166032451292,61.397218939359675,-0.09541121089169323,1.2560026566024527,-0.03964105613170145,0.012205692657117018
1,2,0.28031666666666666,Forward,0.08943688196756225,469.3104886163237,19795.0,19828.46491070968,ok,0.0004832541468671135,14469.392718588322,ok,-112.95508614168284,68.98074970993906,-0.1598711779723747,-68.43005992978215,61.39577754570401,-0.09685260454736953,1.2560026566024527,-0.03822404936201179,0.012205692657117018
2,2,0.4159,Forward,0.08939386279257838,470.0954223639055,19835.0,19828.271419667733,ok,0.0004897019338589572,14469.44357944495,ok,-113.14857718363055,68.98047585205572,-0.16014503585571502,-68.37919907315518,61.39584953170605,-0.09678061854532764,1.2560026566024527,-0.0385883218551549,0.012205692657117018
3,2,0.5517166666666666,Forward,0.08954151771687288,469.07408653440507,19820.0,19828.20998002487,ok,0.00048601473334300795,14468.726979058249,ok,-113.21001682649512,68.98038889335015,-0.16023199456128973,-69.0957994598557,61.39483529010019,-0.09779486015117769,1.2560026566024527,-0.0374013904093452,0.012205692657117018
4,2,0.6867666666666666,Forward,0.08942330186080102,469.403788934982,19835.0,19828.172142354633,ok,0.0004843852123841049,14469.436137033477,ok,-113.24785449673072,68.98033533973765,-0.1602855481737823,-68.38664148462703,61.395838998076,-0.09679115217537125,1.2560026566024527,-0.03871560390590373,0.012205692657117018
5,2,0.82235,Forward,0.08946688105444958,469.75931137461885,19830.0,19828.215409936412,ok,0.0004780490885311787,14469.167143276307,ok,-113.2045869149515,68.98039657858492,-0.16022430932652593,-68.65563524179743,61.39545827729312,-0.09717187295825043,1.2560026566024527,-0.038176178743927355,0.012205692657117018
6,2,0.9581833333333334,Forward,0.08950855613884826,469.99306735121354,19825.0,19828.078778340554,ok,0.0004820068775019515,14469.179805336482,ok,-113.34121851081,68.98020319681765,-0.1604176910937776,-68.64297318162244,61.39547619856205,-0.09715395168932063,1.2560026566024527,-0.03839206967256453,0.012205692657117018
7,2,1.0948333333333333,Forward,0.0895248432639133,470.3198694303901,19820.0,19828.105938326687,ok,0.00048554308626317023,14468.794620570396,ok,-113.31405852467651,68.98024163775136,-0.1603792501600827,-69.02815794770868,61.394931026632264,-0.09769912361910854,1.2560026566024527,-0.03766889134675094,0.012205692657117018
8,2,1.2304333333333333,Forward,0.08951389572323315,470.18660784673557,19820.0,19828.194431790645,ok,0.00048069669212285986,14468.97281729059,ok,-113.22556506071851,68.98036688712975,-0.1602540007816875,-68.84996122751363,61.395183237670665,-0.09744691258070819,1.2560026566024527,-0.037860419702611045,0.012205692657117018
9,2,1.3668,Forward,0.08955385265844351,469.92335662419646,19815.0,19828.168539232658,ok,0.00047908333793557844,14468.73006878997,ok,-113.2514576187059,68.9803302400527,-0.16029064785874758,-69.09270972813465,61.39483966315737,-0.09779048709400306,1.2560026566024527,-0.03746553627823186,0.012205692657117018
10,2,1.5034,Forward,0.0895154258031075,470.19146011180055,19820.0,19828.237470840395,ok,0.00048168402804009685,14469.230035228069,ok,-113.18252601096901,68.9804278025238,-0.16019308538763757,-68.59274329003529,61.395547291526626,-0.09708285872474719,1.2560026566024527,-0.0382567569187945,0.012205692657117018
