scan_index,channel_id,time_min,direction,DipDepth,RawMinimumMotor,SPRMotor,SPRQuality,TIREdgeSlope,TIRMotor,TIRQuality,DeltaSPRMotor,SPRAngleEmpirical,DeltaSPRAngle,DeltaTIRMotor,TIRAngleEmpirical,DeltaTIRAngle,BulkSensitivity,PureKineticsCandidate,AngleCalibrationRMSEDeg
0,6,0.14448333333333332,Forward,0.6110405250092811,16230.0,16235.872857883198,ok,0.0005367560272466369,14458.52412114086,ok,-81.27164803155938,63.90600698722956,-0.11808898754194744,-67.08215979460874,61.32349121556268,-0.09747143713877121,,,0.0032809664999374553
1,6,0.28031666666666666,Forward,0.6116776154706809,16235.0,16235.267169803677,ok,0.0005273954850639741,14457.21914300249,ok,-81.87733611107979,63.90512691288865,-0.11896906188286664,-68.38713793297757,61.32159506172728,-0.09936759097417158,,,0.0032809664999374553
2,6,0.4159,Forward,0.6117608478915643,16235.0,16235.168409574078,ok,0.0005353835150488192,14458.362138112963,ok,-81.97609634067885,63.90498341271601,-0.11911256205550046,-67.24414282250473,61.32325585166609,-0.09770680103536389,,,0.0032809664999374553
3,6,0.5517166666666666,Forward,0.6116463737906241,16235.0,16235.083823444027,ok,0.0005265609160383393,14457.095333910513,ok,-82.06068247073017,63.90486050773377,-0.11923546703773945,-68.51094702495539,61.321415165162186,-0.09954748753926242,,,0.0032809664999374553
4,6,0.6867666666666666,Forward,0.6117025992524576,16230.0,16235.04212210331,ok,0.0005297585737329658,14457.437229021622,ok,-82.102383811447,63.90479991502741,-0.11929605974409725,-68.16905191384649,61.32191194415577,-0.09905070854567398,,,0.0032809664999374553
5,6,0.82235,Forward,0.6117199178116416,16235.0,16235.004104744321,ok,0.0005306056392038886,14456.69005773139,ok,-82.14040117043623,63.90474467520466,-0.11935129956684964,-68.91622320407805,61.32082629247624,-0.10013636022520671,,,0.0032809664999374553
6,6,0.9581833333333334,Forward,0.6117388706029481,16230.0,16235.02552840697,ok,0.000526569263403388,14457.080091583906,ok,-82.11897750778735,63.90477580412468,-0.11932017064682744,-68.5261893515617,61.32139301782101,-0.09956963488043635,,,0.0032809664999374553
7,6,1.0948333333333333,Forward,0.6115476396123489,16230.0,16235.060161321426,ok,0.0005401404419824514,14456.7992765381,ok,-82.08434459333148,63.9048261262961,-0.1192698484754088,-68.80700439736756,61.320984989126515,-0.09997766357493118,,,0.0032809664999374553
8,6,1.2304333333333333,Forward,0.6116828969702515,16235.0,16235.032775260675,ok,0.0005289776670670774,14458.338874174824,ok,-82.11173065408184,63.904786333917514,-0.11930964085399469,-67.26740676064401,61.32322204879672,-0.09774060390472418,,,0.0032809664999374553
9,6,1.3668,Forward,0.6116028436553586,16235.0,16234.98112552563,ok,0.0005253654440878708,14456.968094405425,ok,-82.16338038912727,63.904711286037156,-0.11938468873435705,-68.63818653004273,61.3212302841527,-0.0997323685487538,,,0.0032809664999374553
10,6,1.5034,Forward,0.6115908221642683,16235.0,16234.99930388319,ok,0.0005385482302772467,14458.284757452066,ok,-82.14520203156644,63.90473769947765,-0.1193582752938581,-67.32152348340242,61.32314341634427,-0.0978192363571773,,,0.0032809664999374553
11,6,1.63895,Forward,0.6115589665456537,16235.0,16235.074777243108,ok,0.0005268528176757342,14457.380358549148,ok,-82.0697286716495,63.90484736346103,-0.11924861131047831,-68.22592238632024,61.32182931046152,-0.09913334223993411,,,0.0032809664999374553
12,6,1.7745166666666667,Forward,0.611464250527116,16235.0,16234.984638330556,ok,0.0005260510075766913,14456.35440436468,ok,-82.15986758420149,63.90471639019816,-0.11937958457334685,-69.25187657078823,61.3203385828358,-0.1006240698656518,,,0.0032809664999374553
13,6,1.9103666666666668,Forward,0.6117238832839125,16235.0,16234.944165059947,ok,0.0005260397139207162,14456.29792799313,ok,-82.20034085480984,63.904657581897055,-0.11943839287445077,-69.30835294233839,61.3202565217764,-0.10070613092504868,,,0.0032809664999374553
14,6,2.0468166666666665,Forward,0.6114450970791792,16230.0,16234.98631669902,ok,0.0005399141718739186,14457.990382876595,ok,-82.15818921573737,63.90471882889403,-0.1193771458774738,-67.61589805887343,61.32271568543912,-0.09824696726232596,,,0.0032809664999374553
15,6,2.1837,Forward,0.6115437158672263,16230.0,16234.968398978419,ok,0.0005264114003616642,14457.563072208872,ok,-82.17610693633833,63.904692794163154,-0.11940318060835567,-68.04320872659628,61.322094796293406,-0.09886785640804219,,,0.0032809664999374553
16,6,2.3187166666666665,Forward,0.6114664030751112,16235.0,16234.9110180692,ok,0.0005284221568793006,14457.463230128638,ok,-82.23348784555674,63.90460941879625,-0.11948655597526353,-68.1430508068297,61.32194972417473,-0.0990129285267258,,,0.0032809664999374553
17,6,2.4539833333333334,Forward,0.6113975453012309,16235.0,16234.892294408179,ok,0.0005331285993205013,14457.308227150132,ok,-82.25221150657853,63.904582213021214,-0.11951376175029942,-68.29805378533638,61.32172450240008,-0.09923815030136893,,,0.0032809664999374553
18,6,2.5890166666666667,Forward,0.6115625366963046,16235.0,16234.929841850597,ok,0.0005245387913034028,14456.864372870858,ok,-82.21466406416039,63.90463677004777,-0.11945920472374293,-68.74190806461047,61.32107957512562,-0.09988307757582612,,,0.0032809664999374553
19,6,2.7235833333333335,Forward,0.6115481223632077,16235.0,16234.90705950645,ok,0.0005331502885900029,14456.987612697549,ok,-82.23744640830773,63.90460366694208,-0.11949230782943049,-68.61866823791934,61.32125864453927,-0.09970400816218326,,,0.0032809664999374553
20,6,2.8588833333333334,Forward,0.6114399018689738,16235.0,16235.037642354604,ok,0.000524687515901804,14457.05085194154,ok,-82.10686356015322,63.904793405881826,-0.11930256888968459,-68.55542899392822,61.32135053215908,-0.09961212054237112,,,0.0032809664999374553
21,6,2.9933833333333335,Forward,0.6114866630864934,16235.0,16234.983077161585,ok,0.0005269020378403371,14457.000666442049,ok,-82.161428753172,63.90471412179501,-0.11938185297650558,-68.60561449341913,61.321277611836095,-0.09968504086535838,,,0.0032809664999374553
22,6,3.127883333333333,Forward,0.6113379058708419,16235.0,16234.983537755077,ok,0.0005236869628432219,14456.57381395536,ok,-82.16096815968012,63.90471479104462,-0.11938118372689097,-69.03246698010844,61.320657388434654,-0.10030526426680005,,,0.0032809664999374553
23,6,3.2629333333333332,Forward,0.6114874186713296,16235.0,16235.011707823314,ok,0.0005241963631856768,14456.864651193746,ok,-82.13279809144296,63.90475572259846,-0.11934025217305042,-68.74162974172214,61.321079979533174,-0.09988267316827577,,,0.0032809664999374553
24,6,3.3979833333333334,Forward,0.6114457684546745,16235.0,16235.087779964706,ok,0.0005252877392008565,14457.35373015058,ok,-82.05672595005126,63.90486625662078,-0.11922971815073545,-68.25255078488772,61.32179061897804,-0.09917203372340785,,,0.0032809664999374553
25,6,3.5335833333333335,Forward,0.6113583731637575,16230.0,16235.033801797035,ok,0.0005375406850655658,14457.64855691524,ok,-82.11070411772198,63.904787825491056,-0.11930814928045894,-67.95772402022885,61.322219006921216,-0.098743645780231,,,0.0032809664999374553
26,6,3.668083333333333,Forward,0.6115050065377043,16235.0,16234.990381345066,ok,0.0005227662772125072,14457.377642718935,ok,-82.1541245696917,63.9047247348889,-0.11937123988260506,-68.228638216533,61.32182536431735,-0.09913728838410528,,,0.0032809664999374553
27,6,3.803383333333333,Forward,0.6116437232739773,16235.0,16235.052036552059,ok,0.0005280500489257632,14457.15267823285,ok,-82.09246936269847,63.90481432087795,-0.11928165389355641,-68.45360270261881,61.321498487367776,-0.0994641653336714,,,0.0032809664999374553
28,6,3.9384166666666665,Forward,0.6114684741075683,16235.0,16235.089889912702,ok,0.0005202467931101006,14456.843337161023,ok,-82.0546160020549,63.90486932240852,-0.11922665236298916,-68.76294377444538,61.32104900990716,-0.0999136427942854,,,0.0032809664999374553
29,6,4.072666666666667,Forward,0.6113540008444832,16230.0,16235.0476560604,ok,0.0005143565651056026,14456.286598225986,ok,-82.09684985435706,63.904807955954425,-0.11928801881708667,-69.31968270948164,61.320240059445894,-0.10072259325555924,,,0.0032809664999374553
30,6,4.2077,Forward,0.6116074956186212,16230.0,16235.07707468903,ok,0.0005286401247925802,14456.90639808957,ok,-82.06743122572698,63.90485070168623,-0.11924527308528547,-68.69988284589817,61.32114063843182,-0.09982201426962817,,,0.0032809664999374553
31,6,4.3422,Forward,0.6112317489170789,16230.0,16235.027030920559,ok,0.0005326132564437144,14457.133721349774,ok,-82.11747499419835,63.90477798730065,-0.11931798747086397,-68.4725595856944,61.32147094271742,-0.09949170998403309,,,0.0032809664999374553
32,6,4.478316666666666,Forward,0.6114236958259056,16230.0,16235.100697080397,ok,0.000528680864693871,14457.324917037422,ok,-82.04380883435988,63.90488502539378,-0.11921094937772662,-68.28136389804604,61.321748753069784,-0.09921389963166995,,,0.0032809664999374553
33,6,4.6134,Forward,0.611462864470691,16230.0,16235.069422866352,ok,0.0005303870589102123,14457.092873523112,ok,-82.07508304840485,63.90483958346708,-0.11925639130442789,-68.51340741235617,61.32141159018045,-0.09955106252099537,,,0.0032809664999374553
34,6,4.748683333333333,Forward,0.6113963097908626,16235.0,16235.19271685402,ok,0.0005267042951178581,14456.853691576362,ok,-81.9517890607367,63.905018731577485,-0.11907724319403043,-68.75258935910642,61.3210640550361,-0.09989859766534338,,,0.0032809664999374553
35,6,4.884,Forward,0.6114127916442436,16230.0,16235.154489400229,ok,0.0005292725569898589,14457.001233147608,ok,-81.99001651452818,63.90496318648366,-0.11913278828784703,-68.6050477878598,61.32127843526821,-0.09968421743323469,,,0.0032809664999374553
36,6,5.019033333333334,Forward,0.6115541734573368,16230.0,16235.104987646186,ok,0.0005177940218824293,14456.428768936905,ok,-82.03951826857156,63.90489125965361,-0.11920471511790544,-69.1775119985632,61.32044663573316,-0.10051601696829165,,,0.0032809664999374553
37,6,5.1538,Forward,0.6113484807753247,16235.0,16235.222156421265,ok,0.0005290392774738245,14456.307308992145,ok,-81.92234949349222,63.90506150773342,-0.11903446703809197,-69.29897194332261,61.32027015251606,-0.10069250018539057,,,0.0032809664999374553
38,6,5.288833333333334,Forward,0.6113543379546368,16235.0,16235.148556216142,ok,0.0005273236100525083,14457.347587274991,ok,-81.99594969861573,63.904954565473524,-0.11914140929798733,-68.25869366047664,61.321781693282844,-0.09918095941860984,,,0.0032809664999374553
39,6,5.42335,Forward,0.6113321849307178,16235.0,16235.224434203348,ok,0.0005224668479975644,14456.329446834454,ok,-81.92007171140904,63.905064817386744,-0.11903115738476809,-69.27683410101417,61.3203023191504,-0.100660333551049,,,0.0032809664999374553
40,6,5.5584,Forward,0.6113020422928928,16230.0,16235.206987494483,ok,0.0005268377244625429,14456.529129152565,ok,-81.9375184202745,63.90503946704335,-0.1190565077281629,-69.07715178290346,61.3205924607108,-0.10037019199065433,,,0.0032809664999374553
41,6,5.6931666666666665,Forward,0.6113035579489885,16235.0,16235.263074445951,ok,0.0005278677204861359,14456.333170933582,ok,-81.88143146880611,63.90512096226922,-0.1189750125022922,-69.27311000188638,61.320307730325226,-0.10065492237622779,,,0.0032809664999374553
42,6,5.828,Forward,0.6114080828578213,16235.0,16235.265960177332,ok,0.0005238064199073056,14456.721528873519,ok,-81.87854573742516,63.90512515528247,-0.11897081948904159,-68.88475206194926,61.32087202054256,-0.10009063215889095,,,0.0032809664999374553
43,6,5.964666666666667,Forward,0.6113279656028688,16235.0,16235.272944212913,ok,0.0005300598078437043,14457.112407091194,ok,-81.87156170184426,63.90513530319642,-0.11896067157509274,-68.49387384427428,61.32143997276323,-0.09952267993821598,,,0.0032809664999374553
44,6,6.099966666666667,Forward,0.6113789862971,16230.0,16235.30707402059,ok,0.0005242965364932788,14456.766720416774,ok,-81.83743189416782,63.905184894345744,-0.11891108042576663,-68.83956051869427,61.3209376845683,-0.10002496813314896,,,0.0032809664999374553
45,6,6.235283333333333,Forward,0.6113197796921034,16235.0,16235.418935823644,ok,0.0005382468256169079,14457.079153448893,ok,-81.7255700911137,63.90534743131143,-0.11874854346008153,-68.52712748657541,61.32139165469603,-0.09957099800542064,,,0.0032809664999374553
46,6,6.370866666666666,Forward,0.6114144823877655,16230.0,16235.296466896918,ok,0.0005259052005403082,14457.056619986588,ok,-81.84803901783926,63.9051694820276,-0.118926492743905,-68.54966094888005,61.32135891321958,-0.09960373948186192,,,0.0032809664999374553
47,6,6.504833333333333,Forward,0.6110513088125529,16235.0,16235.485951442397,ok,0.0005303227700559756,14456.344030242095,ok,-81.65855447236027,63.905444806063386,-0.11865116870812599,-69.26225069337306,61.32032350907191,-0.10063914362953318,,,0.0032809664999374553
48,6,6.6406833333333335,Forward,0.6112025748839587,16235.0,16235.420648906,ok,0.0005207156039597942,14457.183502668593,ok,-81.72385700875748,63.90534992044714,-0.11874605432437527,-68.42277826687496,61.32154327575951,-0.09941937694194186,,,0.0032809664999374553
49,6,6.77545,Forward,0.6111004859131031,16235.0,16235.511042577802,ok,0.0005343899652307659,14457.25755603402,ok,-81.63346333695517,63.90548126387922,-0.1186147108922944,-68.3487249014488,61.32165087646848,-0.09931177623297319,,,0.0032809664999374553
50,6,6.911016666666667,Forward,0.6113784460167498,16235.0,16235.511577554229,ok,0.000518846976030173,14456.410369008752,ok,-81.63292836052824,63.905482041208415,-0.11861393356310093,-69.19591192671578,61.32041990034709,-0.10054275235435813,,,0.0032809664999374553
51,6,7.045833333333333,Forward,0.6111263446838555,16230.0,16235.570679546807,ok,0.0005346485979001168,14456.731873379535,ok,-81.57382636795046,63.90556791733661,-0.11852805743490293,-68.87440755593343,61.3208870512731,-0.10007560142835187,,,0.0032809664999374553
52,6,7.181966666666667,Forward,0.6111719880025256,16235.0,16235.588957430879,ok,0.0005306831399378614,14457.54394246091,ok,-81.55554848387874,63.9055944753907,-0.11850149938081252,-68.06233847455769,61.32206700046764,-0.09889565223381182,,,0.0032809664999374553
53,6,7.3167333333333335,Forward,0.6111887242862923,16240.0,16235.593209306848,ok,0.0005296364564795684,14457.248785543767,ok,-81.55129660790953,63.9056006534336,-0.11849532133790927,-68.35749539170138,61.32163813280769,-0.0993245198937609,,,0.0032809664999374553
54,6,7.451233333333334,Forward,0.6110804770293976,16235.0,16235.872563226478,ok,0.000527221012330771,14456.569518656852,ok,-81.27194268827952,63.906006559088695,-0.11808941568281325,-69.03676227861615,61.32065114729811,-0.10031150540333722,,,0.0032809664999374553
55,6,7.58735,Forward,0.6104230475156737,16235.0,16236.667212508086,ok,0.0005386540072046633,14457.637095582912,ok,-80.47729340667138,63.90716119703919,-0.11693477773232402,-67.96918535255645,61.322202353424416,-0.0987602992770313,,,0.0032809664999374553
56,6,7.7224,Forward,0.6085875195619354,16240.0,16238.46927958087,ok,0.0005259837599007645,14458.713939698911,ok,-78.67522633388762,63.909779628943326,-0.11431634582818596,-66.8923412365566,61.323767024923995,-0.09719562777745071,,,0.0032809664999374553
57,6,7.857983333333333,Forward,0.6048377612011918,16240.0,16242.59165921008,ok,0.0005334911154926107,14462.612324668324,ok,-74.552846704677,63.91576951162034,-0.10832646315116685,-62.99395626714431,61.32943143982436,-0.09153121287709237,,,0.0032809664999374553
