scan_index,channel_id,time_min,direction,DipDepth,CentroidWidthMotor,RawMinimumMotor,SPRMotor,SPRQuality,TIREdgeSlope,TIRTemplateRelativeRMSE,TIRMotor,TIRQuality,DeltaSPRMotor,SPRAngleEmpirical,DeltaSPRAngle,DeltaTIRMotor,TIRAngleEmpirical,DeltaTIRAngle,BulkSensitivity,PureKineticsCandidate,AngleCalibrationRMSEDeg
0,2,0.14448333333333332,Forward,0.08935669194584106,469.0860765005018,19820.0,19828.742853979395,ok,0.0004875918032668302,3.7795216645258676e-11,14467.599554596847,ok,-112.67714287196941,68.98114309743012,-0.15947779048132502,-67.37314370256172,61.39323958792444,-0.09535669632370705,1.2560026566024527,-0.03970952657391562,0.012205692657117018
1,2,0.28031666666666666,Forward,0.08943688196756225,469.3104886163237,19795.0,19828.46491070968,ok,0.0004832541468671135,0.001084890186783765,14466.583594069858,ok,-112.95508614168284,68.98074970993906,-0.1598711779723747,-68.38910422955087,61.39180164642245,-0.09679463782569005,1.2560026566024527,-0.03829685571843576,0.012205692657117018
2,2,0.4159,Forward,0.08939386279257838,470.0954223639055,19835.0,19828.271419667733,ok,0.0004897019338589572,0.000933683958079447,14466.822947736046,ok,-113.14857718363055,68.98047585205572,-0.16014503585571502,-68.14975056336334,61.39214041605092,-0.09645586819722543,1.2560026566024527,-0.03899620915510385,0.012205692657117018
3,2,0.5517166666666666,Forward,0.08954151771687288,469.07408653440507,19820.0,19828.20998002487,ok,0.00048601473334300795,0.0015819776544759255,14466.811320072635,ok,-113.21001682649512,68.98038889335015,-0.16023199456128973,-68.1613782267741,61.39212395881725,-0.09647232543089275,1.2560026566024527,-0.039062497531472076,0.012205692657117018
4,2,0.6867666666666666,Forward,0.08942330186080102,469.403788934982,19835.0,19828.172142354633,ok,0.0004843852123841049,0.0011316262843679408,14466.361729434588,ok,-113.24785449673072,68.98033533973765,-0.1602855481737823,-68.61096886482119,61.39148762992437,-0.09710865432377484,1.2560026566024527,-0.038316820364031834,0.012205692657117018
5,2,0.82235,Forward,0.08946688105444958,469.75931137461885,19830.0,19828.215409936412,ok,0.0004780490885311787,0.0016241327919974125,14466.459335279673,ok,-113.2045869149515,68.98039657858492,-0.16022430932652593,-68.51336301973606,61.39162577652727,-0.09697050772087486,1.2560026566024527,-0.03842909401701845,0.012205692657117018
6,2,0.9581833333333334,Forward,0.08950855613884826,469.99306735121354,19825.0,19828.078778340554,ok,0.0004820068775019515,0.0011072054935207694,14466.647474287942,ok,-113.34121851081,68.98020319681765,-0.1604176910937776,-68.32522401146707,61.39189205940042,-0.09670422484772659,1.2560026566024527,-0.03895692778035209,0.012205692657117018
7,2,1.0948333333333333,Forward,0.0895248432639133,470.3198694303901,19820.0,19828.105938326687,ok,0.00048554308626317023,0.0010112135228020943,14466.067591819916,ok,-113.31405852467651,68.98024163775136,-0.1603792501600827,-68.90510647949304,61.39107132173896,-0.09752496250917687,1.2560026566024527,-0.03788763816350195,0.012205692657117018
8,2,1.2304333333333333,Forward,0.08951389572323315,470.18660784673557,19820.0,19828.194431790645,ok,0.00048069669212285986,0.0014261613143174408,14466.397729669612,ok,-113.22556506071851,68.98036688712975,-0.1602540007816875,-68.57496862979679,61.391538582919736,-0.09705770132840981,1.2560026566024527,-0.03834927006947737,0.012205692657117018
9,2,1.3668,Forward,0.08955385265844351,469.92335662419646,19815.0,19828.168539232658,ok,0.00047908333793557844,0.0011304218834589143,14466.000664494235,ok,-113.2514576187059,68.9803302400527,-0.16029064785874758,-68.97203380517385,61.39097659603196,-0.09761968821618673,1.2560026566024527,-0.0376800601225139,0.012205692657117018
10,2,1.5034,Forward,0.0895154258031075,470.19146011180055,19820.0,19828.237470840395,ok,0.00048168402804009685,0.0015446273048768475,14465.937084365232,ok,-113.18252601096901,68.9804278025238,-0.16019308538763757,-69.03561393417658,61.390886607785596,-0.09770967646254647,1.2560026566024527,-0.03746947217491306,0.012205692657117018
11,2,1.63895,Forward,0.08947327752524734,469.2207202696118,19820.0,19828.378517933932,ok,0.0004917567551225304,0.0012220265956144314,14466.199314436355,ok,-113.04147891743196,68.98062743377339,-0.15999345413805344,-68.77338386305382,61.39125775557365,-0.09733852867449919,1.2560026566024527,-0.037736003533108436,0.012205692657117018
12,2,1.7745166666666667,Forward,0.08945362063337159,469.8091818234934,19820.0,19828.325578834156,ok,0.0004820743353798015,0.0017234149347200986,14466.145702997119,ok,-113.09441801720823,68.98055250632629,-0.16006838158515763,-68.82699530229002,61.391181876529714,-0.0974144077184294,1.2560026566024527,-0.03771562669945583,0.012205692657117018
13,2,1.9103666666666668,Forward,0.08947664471029448,469.51852684989353,19820.0,19828.090757435002,ok,0.0004842592670545225,0.001303255611843475,14466.083375912443,ok,-113.32923941636182,68.98022015144986,-0.16040073646157918,-68.88932238696543,61.391093661781824,-0.09750262246631727,1.2560026566024527,-0.0379371836181787,0.012205692657117018
14,2,2.0468166666666665,Forward,0.08946413042869414,469.2724268331258,19825.0,19828.35899299095,ok,0.00047954664341058243,0.001558000676536289,14466.494615332365,ok,-113.06100386041362,68.98059979911132,-0.16002108880012086,-68.47808296704352,61.39167571021132,-0.09692057403682801,1.2560026566024527,-0.03828859033043018,0.012205692657117018
15,2,2.1837,Forward,0.08944462308426815,469.06394594949234,19805.0,19828.412780062637,ok,0.0004850739394709148,0.0013405560937193655,14466.406051625536,ok,-113.00721678872651,68.98067592673695,-0.15994496117449525,-68.56664667387304,61.39155036141455,-0.09704592283359378,1.2560026566024527,-0.03805502428306483,0.012205692657117018
16,2,2.3187166666666665,Forward,0.08943347641653118,469.33285056595923,19805.0,19828.48761142908,ok,0.0004807893340871238,0.0012412997115069171,14466.389366281752,ok,-112.93238542228573,68.98078183944182,-0.15983904846962455,-68.58333201765709,61.391526745784155,-0.09706953846398943,1.2560026566024527,-0.037919450283679865,0.012205692657117018
17,2,2.4539833333333334,Forward,0.08947664133451652,469.26124407611496,19810.0,19828.57939000649,ok,0.0004866224485036515,0.001086730055424362,14466.174704508288,ok,-112.84060684487486,68.98091173841127,-0.15970914950018017,-68.79799379112046,61.39122292386908,-0.0973733603790662,1.2560026566024527,-0.037407950181765015,0.012205692657117018
