scan_index,channel_id,time_min,direction,DipDepth,CentroidWidthMotor,RawMinimumMotor,SPRMotor,SPRQuality,TIREdgeSlope,TIRMotor,TIRQuality,DeltaSPRMotor,SPRAngleEmpirical,DeltaSPRAngle,DeltaTIRMotor,TIRAngleEmpirical,DeltaTIRAngle,BulkSensitivity,PureKineticsCandidate,AngleCalibrationRMSEDeg
0,0,0.14448333333333332,Forward,0.10315902610548275,469.06363359829993,19855.0,19863.12624159238,ok,0.0005255286635390886,14482.004780857962,ok,-96.82493579459333,68.9621731852977,-0.13781449995849515,-62.383894021535525,61.30302466904894,-0.08879329575059476,1.5934355051406113,0.003671890108953496,0.011382457714584297
1,0,0.28031666666666666,Forward,0.10343077994856123,470.03257244188353,19865.0,19862.47206653132,ok,0.0005270624797526219,14480.982384342198,ok,-97.47911085565283,68.96124207382124,-0.13874561143494882,-63.406290537299355,61.30156945440383,-0.09024851039569622,1.5934355051406113,0.005059569315605084,0.011382457714584297
2,0,0.4159,Forward,0.10365821453052954,470.3892785399221,19850.0,19862.395004381822,ok,0.0005234121014766579,14481.375602218028,ok,-97.55617300515223,68.96113238842345,-0.1388552968327426,-63.01307266146978,61.3021291359,-0.08968882889952505,1.5934355051406113,0.004058067550241962,0.011382457714584297
3,0,0.5517166666666666,Forward,0.10365544067864256,469.9860226342171,19865.0,19862.12344806856,ok,0.0005198700524610066,14480.97864120245,ok,-97.82772931841464,68.96074587231357,-0.13924181294262386,-63.41003367704798,61.301564126655066,-0.09025383814446772,1.5934355051406113,0.004571857231985027,0.011382457714584297
4,0,0.6867666666666666,Forward,0.1036413191979351,470.4220668758462,19835.0,19862.084430593306,ok,0.0005210576372469291,14481.14720927693,ok,-97.86674679366843,68.9606903373029,-0.13929734795328633,-63.24146560256668,61.301804055808674,-0.09001390899085703,1.5934355051406113,0.004134010589240955,0.011382457714584297
5,0,0.82235,Forward,0.10379735066945908,470.41143643528267,19850.0,19861.938832297325,ok,0.0005215784986393061,14480.714731074693,ok,-98.0123450896499,68.96048310188166,-0.13950458337452185,-63.67394380480437,61.30118849364284,-0.09062947115668976,1.5934355051406113,0.004907633778664572,0.011382457714584297
6,0,0.9581833333333334,Forward,0.10378973342748485,470.3969378887814,19850.0,19861.966602914115,ok,0.0005272130601702684,14481.31281745405,ok,-97.9845744728591,68.96052262882414,-0.13946505643205442,-63.075857425446884,61.30203977203127,-0.08977819276825895,1.5934355051406113,0.0035907035122474396,0.011382457714584297
7,0,1.0948333333333333,Forward,0.10381622952367844,470.53421568244084,19855.0,19861.87073682392,ok,0.0005323741805571633,14480.820571807999,ok,-98.08044056305516,68.96038617908447,-0.13960150617173073,-63.568103071498626,61.30133914065971,-0.090478824139823,1.5934355051406113,0.004570664676036673,0.011382457714584297
8,0,1.2304333333333333,Forward,0.10390547904830943,471.2037584781501,19855.0,19861.6335049639,ok,0.0005251996557513396,14480.889874472132,ok,-98.31767242307615,68.96004851823403,-0.1399391670221585,-63.49880040736571,61.301437781695974,-0.09038018310355594,1.5934355051406113,0.004075825696157109,0.011382457714584297
9,0,1.3668,Forward,0.10398106964200773,471.05759447467426,19855.0,19861.731967919997,ok,0.0005251863237074826,14481.330555868159,ok,-98.21920946697719,68.96018866418866,-0.13979902106752548,-63.05811901133893,61.302065019769884,-0.08975294502964408,1.5934355051406113,0.003216508233642945,0.011382457714584297
