scan_index,channel_id,time_min,direction,DipDepth,RawMinimumMotor,SPRMotor,SPRQuality,TIREdgeSlope,TIRMotor,TIRQuality,DeltaSPRMotor,SPRAngleEmpirical,DeltaSPRAngle,DeltaTIRMotor,TIRAngleEmpirical,DeltaTIRAngle,BulkSensitivity,PureKineticsCandidate,AngleCalibrationRMSEDeg
0,1,0.14448333333333332,Forward,0.3340999843292657,17705.0,17709.14168820029,ok,0.0006292733890065451,14468.741704916953,ok,-82.9962904191234,65.92794483296802,-0.12068782440189306,-62.9055286468938,61.215965270996094,-0.0914731412320483,1.3163693763207198,-0.0002753825281645167,0.005390869595656468
1,1,0.28031666666666666,Forward,0.3343684062502935,17715.0,17708.94245319367,ok,0.000628375218383305,14468.350826608974,ok,-83.19552542574093,65.92765511833895,-0.12097753903096792,-63.29640695487251,61.215396881103516,-0.09204153112462805,1.3163693763207198,0.0001831138911628366,0.005390869595656468
2,1,0.4159,Forward,0.3345969887843034,17710.0,17708.830928859523,ok,0.0006291525361334611,14467.959948300997,ok,-83.3070497598892,65.92749294688299,-0.12113971048692403,-63.6872852628494,61.21482849121094,-0.09260992101720517,1.3163693763207198,0.0007691534836054559,0.005390869595656468
3,1,0.5517166666666666,Forward,0.3346867861750421,17710.0,17708.594635599547,ok,0.0006405664896522653,14468.206542669788,ok,-83.54334301986455,65.92714934454459,-0.1214833128253327,-63.44069089405821,61.215187072753906,-0.09225133947423647,1.3163693763207198,-4.6474616881037045e-05,0.005390869595656468
4,1,0.6867666666666666,Forward,0.33467461894095024,17710.0,17708.603862489366,ok,0.0006353268839938755,14467.959948300997,ok,-83.53411613004573,65.92716276168953,-0.12146989568039036,-63.6872852628494,61.21482849121094,-0.09260992101720517,1.3163693763207198,0.000438968290139119,0.005390869595656468
5,1,0.82235,Forward,0.334772240515427,17710.0,17708.642726661612,ok,0.0006318509214000557,14467.81566436181,ok,-83.49525195780006,65.92721927544902,-0.12141338192089794,-63.83156920203692,61.21461868286133,-0.09281972936681623,1.3163693763207198,0.0007716673359559473,0.005390869595656468
6,1,0.9581833333333334,Forward,0.3347353659967176,17710.0,17708.38114876414,ok,0.0006268749030553556,14467.763197474833,ok,-83.75682985527237,65.92683890583012,-0.1217937515398066,-63.884036089013534,61.214542388916016,-0.09289602331212837,1.3163693763207198,0.0004917287302548812,0.005390869595656468
7,1,1.0948333333333333,Forward,0.33472370393342366,17710.0,17708.5321680619,ok,0.0006448240152550135,14467.7238473096,ok,-83.60581055751027,65.92705850830147,-0.12157414906844831,-63.923386254246,61.21448516845703,-0.0929532437711125,1.3163693763207198,0.0007866544615188903,0.005390869595656468
8,1,1.2304333333333333,Forward,0.3349323655390622,17710.0,17708.401464248844,ok,0.0006300868459191635,14467.715977276554,ok,-83.73651437056833,65.9268684472908,-0.12176421007911939,-63.931256287292854,61.214473724365234,-0.09296468786290984,1.3163693763207198,0.0006116581028296347,0.005390869595656468
9,1,1.3668,Forward,0.3348398394870453,17710.0,17708.465228744586,ok,0.000631103377092485,14467.587433403462,ok,-83.67274987482597,65.92696116948629,-0.12167148788362887,-64.05980016038484,61.21428680419922,-0.09315160802892355,1.3163693763207198,0.0009504362806773831,0.005390869595656468
10,1,1.5034,Forward,0.3349921934211584,17710.0,17708.049590130417,ok,0.0006254848462333037,14467.487746318206,ok,-84.0883884889954,65.9263567747618,-0.1222758826081185,-64.15948724564078,61.214141845703125,-0.09329656652501717,1.3163693763207198,0.0005368604812828887,0.005390869595656468
11,1,1.63895,Forward,0.33495239051738546,17705.0,17708.40690181774,ok,0.0006326196857623482,14467.474629596461,ok,-83.73107680167232,65.92687635425094,-0.12175630311897959,-64.17260396738493,61.2141227722168,-0.09331564001134521,1.3163693763207198,0.0010815477237237081,0.005390869595656468
12,1,1.7745166666666667,Forward,0.3349626258955737,17710.0,17708.135273673604,ok,0.0006321762077674459,14467.474629596461,ok,-84.00270494580764,65.92648137021496,-0.12215128715497045,-64.17260396738493,61.2141227722168,-0.09331564001134521,1.3163693763207198,0.000686563687732844,0.005390869595656468
13,1,1.9103666666666668,Forward,0.33511112104271534,17715.0,17707.99475311352,ok,0.0006344598704588515,14467.09424466588,ok,-84.1432255058935,65.92627703432723,-0.12235562304269335,-64.55298889796723,61.21356964111328,-0.09386877111486094,1.3163693763207198,0.0012103526457685615,0.005390869595656468
14,1,2.0468166666666665,Forward,0.33517090200003696,17705.0,17708.00008769802,ok,0.0006332956735169911,14467.09424466588,ok,-84.13789092139268,65.92628479153413,-0.12234786583578397,-64.55298889796723,61.21356964111328,-0.09386877111486094,1.3163693763207198,0.0012181098526779371,0.005390869595656468
15,1,2.1837,Forward,0.33524580274279714,17705.0,17708.137791776317,ok,0.0006326245046676795,14467.170321651995,ok,-84.00018684309543,65.92648503187665,-0.12214762549326942,-64.47691191185186,61.213680267333984,-0.09375814489415939,1.3163693763207198,0.0012727252260428534,0.005390869595656468
16,1,2.3187166666666665,Forward,0.335171825370292,17715.0,17708.251924467248,ok,0.0006302349976976422,14467.33821569032,ok,-83.88605415216443,65.92665099623594,-0.1219816611339946,-64.30901787352559,61.213924407958984,-0.09351400426915892,1.3163693763207198,0.0011173103430512504,0.005390869595656468
17,1,2.4539833333333334,Forward,0.33521708962514685,17705.0,17707.856750540093,ok,0.0006245284416274729,14467.33821569032,ok,-84.28122807931868,65.92607635993245,-0.12255629743746979,-64.30901787352559,61.213924407958984,-0.09351400426915892,1.3163693763207198,0.0005426740395760576,0.005390869595656468
18,1,2.5890166666666667,Forward,0.33527407758168815,17710.0,17708.063954673682,ok,0.0006374547541456218,14467.33821569032,ok,-84.07402394573,65.92637766274929,-0.1222549946206377,-64.30901787352559,61.213924407958984,-0.09351400426915892,1.3163693763207198,0.000843976856408149,0.005390869595656468
19,1,2.7235833333333335,Forward,0.3353214110617654,17710.0,17707.71564020294,ok,0.0006286232196967541,14467.170321651995,ok,-84.42233841647248,65.92587116642915,-0.12276149094076624,-64.47691191185186,61.213680267333984,-0.09375814489415939,1.3163693763207198,0.000658859778546031,0.005390869595656468
20,1,2.8588833333333334,Forward,0.33525888215787725,17710.0,17707.947753798173,ok,0.0006331305751859863,14467.33821569032,ok,-84.1902248212391,65.92620869097009,-0.1224239663998337,-64.30901787352559,61.213924407958984,-0.09351400426915892,1.3163693763207198,0.0006750050772121458,0.005390869595656468
21,1,2.9933833333333335,Forward,0.335359643191221,17705.0,17707.787934508313,ok,0.0006293025588402684,14467.24902198246,ok,-84.35004411109912,65.92597629212078,-0.12265636524914682,-64.39821158138693,61.21379470825195,-0.09364370397619116,1.3163693763207198,0.0006133389503540504,0.005390869595656468
