scan_index,channel_id,time_min,direction,DipDepth,RawMinimumMotor,SPRMotor,SPRQuality,TIREdgeSlope,TIRTemplateRelativeRMSE,TIRMotor,TIRQuality,DeltaSPRMotor,SPRAngleEmpirical,DeltaSPRAngle,DeltaTIRMotor,TIRAngleEmpirical,DeltaTIRAngle,BulkSensitivity,PureKineticsCandidate,AngleCalibrationRMSEDeg
0,2,0.14448333333333332,Forward,0.08935669194584106,19820.0,19820.026933580986,ok,0.0004875918032668302,3.7795216645258676e-11,14467.599554596847,ok,-117.18807993832888,68.96880700430847,-0.16586235311760644,-67.37314370256172,61.39323958792444,-0.09535669632370705,1.2560026566024527,-0.046094089210197045,0.012205692657117018
1,2,0.28031666666666666,Forward,0.08943688196756225,19795.0,19819.20577411218,ok,0.0004832541468671135,0.001084890186783765,14466.583594069858,ok,-118.00923940713619,68.96764477482358,-0.1670245826024897,-68.38910422955087,61.39180164642245,-0.09679463782569005,1.2560026566024527,-0.04545026034855075,0.012205692657117018
2,2,0.4159,Forward,0.08939386279257838,19835.0,19818.723849441645,ok,0.0004897019338589572,0.000933683958079447,14466.822947736046,ok,-118.49116407766996,68.96696268190149,-0.16770667552458746,-68.14975056336334,61.39214041605092,-0.09645586819722543,1.2560026566024527,-0.04655784882397629,0.012205692657117018
3,2,0.5517166666666666,Forward,0.08954151771687288,19820.0,19819.307400442358,ok,0.00048601473334300795,0.0015819776544759255,14466.811320072635,ok,-117.9076130769572,68.96778861182707,-0.16688074559900723,-68.1613782267741,61.39212395881725,-0.09647232543089275,1.2560026566024527,-0.04571124856918958,0.012205692657117018
4,2,0.6867666666666666,Forward,0.08942330186080102,19835.0,19818.46275688554,ok,0.0004843852123841049,0.0011316262843679408,14466.361729434588,ok,-118.75225663377569,68.9665931440973,-0.16807621332877348,-68.61096886482119,61.39148762992437,-0.09710865432377484,1.2560026566024527,-0.04610748551902302,0.012205692657117018
5,2,0.82235,Forward,0.08946688105444958,19830.0,19819.699641566163,ok,0.0004780490885311787,0.0016241327919974125,14466.459335279673,ok,-117.51537195315177,68.96834377098506,-0.16632558644102716,-68.51336301973606,61.39162577652727,-0.09697050772087486,1.2560026566024527,-0.04453037113151968,0.012205692657117018
6,2,0.9581833333333334,Forward,0.08950855613884826,19825.0,19817.5364144245,ok,0.0004820068775019515,0.0011072054935207694,14466.647474287942,ok,-119.67859909481558,68.9652820436811,-0.16938731374497357,-68.32522401146707,61.39189205940042,-0.09670422484772659,1.2560026566024527,-0.04792655043154806,0.012205692657117018
7,2,1.0948333333333333,Forward,0.0895248432639133,19820.0,19818.788238449757,ok,0.00048554308626317023,0.0010112135228020943,14466.067591819916,ok,-118.42677506955806,68.9670538149963,-0.16761554242977125,-68.90510647949304,61.39107132173896,-0.09752496250917687,1.2560026566024527,-0.045123930433190504,0.012205692657117018
8,2,1.2304333333333333,Forward,0.08951389572323315,19820.0,19817.800358211312,ok,0.00048069669212285986,0.0014261613143174408,14466.397729669612,ok,-119.4146553080027,68.96565561697965,-0.16901374044643844,-68.57496862979679,61.391538582919736,-0.09705770132840981,1.2560026566024527,-0.04710900973422831,0.012205692657117018
9,2,1.3668,Forward,0.08955385265844351,19815.0,19819.14280119116,ok,0.00047908333793557844,0.0011304218834589143,14466.000664494235,ok,-118.07221232815573,68.9675556459901,-0.16711371143597248,-68.97203380517385,61.39097659603196,-0.09761968821618673,1.2560026566024527,-0.0445031236997388,0.012205692657117018
