scan_index,channel_id,time_min,direction,DipDepth,CentroidWidthMotor,RawMinimumMotor,SPRMotor,SPRQuality,TIREdgeSlope,TIRMotor,TIRQuality,DeltaSPRMotor,SPRAngleEmpirical,DeltaSPRAngle,DeltaTIRMotor,TIRAngleEmpirical,DeltaTIRAngle,BulkSensitivity,PureKineticsCandidate,AngleCalibrationRMSEDeg
0,1,0.14448333333333332,Forward,0.3340999843292657,388.5823913222994,17705.0,17721.771048321698,ok,0.0006292733890065451,14468.741704916953,ok,-79.91128254454088,65.94630962962272,-0.11620180596943208,-62.9055286468938,61.215965270996094,-0.0914731412320483,1.3163693763207198,0.004210635904296461,0.005390869595656468
1,1,0.28031666666666666,Forward,0.3343684062502935,388.8824014866732,17715.0,17721.31103912748,ok,0.000628375218383305,14468.350826608974,ok,-80.37129173876019,65.94564071407751,-0.116870721514631,-63.29640695487251,61.215396881103516,-0.09204153112462805,1.3163693763207198,0.004289931407499753,0.005390869595656468
2,1,0.4159,Forward,0.3345969887843034,388.90544968768154,17710.0,17721.150932245062,ok,0.0006291525361334611,14467.959948300997,ok,-80.53139862117678,65.94540789702975,-0.1171035385623936,-63.6872852628494,61.21482849121094,-0.09260992101720517,1.3163693763207198,0.004805325408135885,0.005390869595656468
3,1,0.5517166666666666,Forward,0.3346867861750421,388.98054752689495,17710.0,17721.087546617797,ok,0.0006405664896522653,14468.206542669788,ok,-80.59478424844201,65.94531572576024,-0.1171957098319089,-63.44069089405821,61.215187072753906,-0.09225133947423647,1.3163693763207198,0.004241128376542766,0.005390869595656468
4,1,0.6867666666666666,Forward,0.33467461894095024,388.89151935324116,17710.0,17720.984905882466,ok,0.0006353268839938755,14467.959948300997,ok,-80.69742498377309,65.94516647225771,-0.11734496333443971,-63.6872852628494,61.21482849121094,-0.09260992101720517,1.3163693763207198,0.004563900636089774,0.005390869595656468
5,1,0.82235,Forward,0.334772240515427,389.0357021564232,17710.0,17720.85647816858,ok,0.0006318509214000557,14467.81566436181,ok,-80.82585269765696,65.94497972100288,-0.11753171458926423,-63.83156920203692,61.21461868286133,-0.09281972936681623,1.3163693763207198,0.004653334667589659,0.005390869595656468
6,1,0.9581833333333334,Forward,0.3347353659967176,389.0891273896341,17710.0,17720.823995744096,ok,0.0006268749030553556,14467.763197474833,ok,-80.85833512214231,65.94493248716722,-0.11757894842492893,-63.884036089013534,61.214542388916016,-0.09289602331212837,1.3163693763207198,0.004706531845132547,0.005390869595656468
7,1,1.0948333333333333,Forward,0.33472370393342366,388.9728134095276,17710.0,17720.793476105016,ok,0.0006448240152550135,14467.7238473096,ok,-80.88885476122232,65.94488810748683,-0.11762332810531581,-63.923386254246,61.21448516845703,-0.0929532437711125,1.3163693763207198,0.004737475424651388,0.005390869595656468
8,1,1.2304333333333333,Forward,0.3349323655390622,389.21174231803525,17710.0,17720.727821851833,ok,0.0006300868459191635,14467.715977276554,ok,-80.95450901440563,65.9447926373286,-0.11771879826355314,-63.931256287292854,61.214473724365234,-0.09296468786290984,1.3163693763207198,0.004657069918395887,0.005390869595656468
9,1,1.3668,Forward,0.3348398394870453,389.08478496967655,17710.0,17720.71104303323,ok,0.000631103377092485,14467.587433403462,ok,-80.97128783301014,65.94476823865845,-0.11774319693370075,-64.05980016038484,61.21428680419922,-0.09315160802892355,1.3163693763207198,0.004878727230605506,0.005390869595656468
