readout,physical_channel,tau_min,kobs_per_s,arrival50_after_injection_min,fit_start_after_injection_min,relaxation99_from_tail_start_min,T99_after_injection_min,T99_after_arrival50_min,T99_dimensionless,equal_local_age_tau_min,equal_local_age_rmse_mdeg,equal_local_age_parameter_boundary,equal_local_age_amplitude_mdeg
L1,1,2.0198862378903755,0.0082512897776232,6.719977228878825,7.166349999999994,9.301919881820407,16.46826988182039,9.748292652941565,4.6051701859880865,0.9911709922175133,1.0031747449186046,False,4.87034879127515
L2,1,1.9150157470390448,0.0087031486255067,6.7084389192567215,7.166349999999994,8.818973423961923,15.985323423961916,9.276884504705194,4.605170185988091,2.2851923810527457,0.6788919519230023,False,2.4153612922169043
L3,2,4.227583907148707,0.0039423621228389,4.47113655436813,4.456016666666663,19.468743367964276,23.924760034630935,19.453623480262806,4.605170185988091,28.93752491772061,0.9197955183082038,False,52.32826631422201
L5,2,3.9621230556539,0.0042064989987838,4.463060860814771,4.456016666666663,18.24625096911338,22.70226763578004,18.239206774965268,4.605170185988091,72.93853795211432,0.6554148935523566,False,57.70685872176812
