time_min,window_start_min,samples,dSPR,dTIR,dWeightedTIR,dCorrected,SPRHalfWidth95,TIRHalfWidth95,CorrectedHalfWidth95,CorrectedLow95,CorrectedHigh95,identity_error,equivalent_slope,sustained_plateau,corrected_response_mdeg,T_after_injection_min,s_after_arrival50_min,u_tail_age_over_tau,normalized_tail_response
43.57848333333333,41.67945,15,89.06658151763622,32.68329186338451,52.07871767999013,36.987863837654,8.714108424489163,10.6375689620479,10.674922939993898,26.312940897660106,47.6627867776479,7.908340649009915e-12,False,False,93.24539897614886,7.166349999999994,0.4463727711211689,0.0,0.7018533115898614
43.714333333333336,41.814483333333335,15,89.48792677531674,36.237605060661735,57.742286524921504,31.74564025039217,7.833141618960845,8.709599443563869,12.319689156697883,19.425951093694287,44.06532940709005,-3.062439191126032e-12,False,False,89.99586068728968,7.302199999999999,0.5822227711211738,0.06725626297740925,0.07789768710108341
43.84936666666667,41.950066666666665,15,87.3748576095677,38.63237863781615,61.55820376953193,25.816653840049185,10.53268163022592,6.582572133658891,13.136304140275996,12.680349699773188,38.95295798032518,1.3415046851150692e-11,False,False,88.50502968088404,7.437233333333332,0.7172561044545063,0.13410821275571208,-0.20836217781518304
43.98466666666667,42.08565,15,83.02751188614639,39.60459926450494,63.10737463492792,19.92013725121069,14.376945871659109,5.249163710855181,12.210597422908178,7.709539828302512,32.13073467411887,-7.780442956573097e-12,False,False,89.8321727372022,7.5725333333333325,0.8525561044545071,0.20109218317045777,0.04646737053325596
44.11945,42.222116666666665,15,76.72036042668333,39.02417912030069,62.18251256925402,14.537847857434826,17.902188665303736,6.243450722268781,10.347523898483027,4.190323958951799,24.88537175591785,5.520917056855978e-12,False,False,90.3771542352697,7.707316666666664,0.9873394377878384,0.26782036360209566,0.15111124321121602
44.25533333333333,42.357416666666666,15,68.94617114533321,36.91351483673134,58.81930516038245,10.126865984957476,20.292100504238476,8.48419996179344,7.912447701107941,2.214418283849535,18.039313686065416,6.714628852932947e-12,False,False,91.90771638364096,7.843199999999996,1.1232227711211706,0.3350931291590572,0.44500002869807603
44.390366666666665,42.49386666666667,15,60.07681750285337,33.755921642856265,53.78788405447157,6.288933448384341,21.214382487057744,9.58986456731578,6.585958556909845,-0.2970251085255038,12.874892005294186,2.5366375666635577e-12,False,False,88.31678811106394,7.978233333333328,1.258256104454503,0.40194507893736003,-0.24450712390014784
44.52486666666667,42.62813333333333,15,50.730634617335454,29.90796489902277,47.65641315660202,3.0742214607344067,20.51865129246663,10.022938701209013,4.876984351692249,-1.802762890957842,7.951205812426656,9.734435479913373e-13,False,False,88.56760715340351,8.112733333333331,1.3927561044545058,0.4685329874427807,-0.19634645051057312
44.660183333333336,42.76425,15,41.53137432128278,25.45810761248504,40.56585256342414,0.9655217578510928,18.2622038991513,9.706238459681504,3.0071964568837504,-2.041674699032657,3.972718214734843,-7.553069281129865e-12,False,False,90.06506001581874,8.24805,1.528072771121174,0.5355252091473043,0.09118490097838658
44.79443333333333,42.90081666666666,15,33.04236770013813,20.823361656224733,33.180683799412094,-0.1383160992645571,14.90051238957988,8.677880207454537,1.5018557478798902,-1.6401718471444473,1.363539648615333,9.407585821463726e-12,False,False,91.2509036320771,8.382299999999994,1.6623227711211683,0.6019893483060565,0.31888303171445276
44.93001666666667,43.035833333333336,15,25.918249410082357,16.392597912603378,26.12054753543609,-0.2022981253412581,11.115118644164346,7.094428735753758,1.4681648890671704,-1.6704630144084285,1.2658667637259122,1.248068315362616e-11,False,False,92.50584391853045,8.51788333333333,1.7979061044545048,0.6691135906470229,0.5598486645290215
45.06505,43.17146666666667,15,20.468442278193837,12.68724615667088,20.216308488498143,0.2521337896869227,7.471049058349692,5.624762751036403,2.1537128478920184,-1.901579058205096,2.405846637578941,-8.768097359279636e-12,False,False,94.10442933919694,8.652916666666663,1.9329394377878373,0.7359655404253258,0.8667988450732219
